Genre,Mood,Popularity_Score,Release_Date,Customer_Rating,Play_Count,Economic_Indicator,Age,Gender,Ad_Listener,Premium_Subscription,Revenue,Listening_History,Search_History,Playlist_Additions,Liked_Tracks,Skipped_Tracks,Location,Event_Influence,Friends_Popular_Tracks,Viral_Status,ReleaseYear,Age_Group
Pop,Relaxed,5,2010-04-08,1,154,1.614634377,55,Others,No,No,2.957195619,Adele - Hello,Beatles,Coldplay - Yellow,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,NY,Billboard Top 50,Queen - Bohemian Rhapsody,No,2010,51-60
Jazz,Melancholic,45,2010-04-09,3,22,0.319728107,42,Male,Yes,No,1.152781064,Adele - Hello,Pop genre,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Cardi B - WAP,LA,Billboard Top 50,Adele - Hello,No,2010,41-50
Country,Relaxed,18,2010-04-10,3,145,-0.059295027,17,Female,Yes,No,2.732864305,Queen - Bohemian Rhapsody,Pop genre,Imagine Dragons - Believer,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Adele - Hello,Yes,2010,0-18
Country,Energetic,49,2010-04-11,3,337,1.034582743,42,Female,Yes,No,2.097743733,Queen - Bohemian Rhapsody,Taylor Swift,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Cardi B - WAP,Tokyo,Billboard Top 50,Imagine Dragons - Believer,No,2010,41-50
Hip-Hop/Rap,Relaxed,99,2010-04-12,5,217,-1.82416195,58,Others,Yes,Yes,12.46848707,Queen - Bohemian Rhapsody,Beatles,Adele - Hello,The Beatles - Hey Jude,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2010,51-60
Jazz,Relaxed,22,2010-04-13,3,1268,0.526532009,61,Female,Yes,No,1.612740068,Coldplay - Yellow,Pop genre,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Justin Bieber - Baby,London,Grammys 2023,Taylor Swift - Willow,No,2010,61-70
Blues,Melancholic,71,2010-04-14,2,624,0.498199521,70,Non-Binary,Yes,No,2.233053435,Queen - Bohemian Rhapsody,Beatles,Coldplay - Yellow,The Beatles - Hey Jude,Drake - Hotline Bling,LA,Billboard Top 50,Adele - Hello,No,2010,61-70
Jazz,Melancholic,15,2010-04-15,3,845,1.093280631,37,Others,Yes,No,2.52672799,Taylor Swift - Love Story,Pop genre,Coldplay - Yellow,Queen - Bohemian Rhapsody,Justin Bieber - Baby,LA,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2010,31-40
R&B/Soul,Relaxed,53,2010-04-16,1,879,-0.404092643,62,Female,Yes,Yes,12.79854369,Queen - Bohemian Rhapsody,Queen,Taylor Swift - Shake it Off,Coldplay - Yellow,Drake - Hotline Bling,Tokyo,Local Concert,Queen - Bohemian Rhapsody,No,2010,61-70
Blues,Melancholic,83,2010-04-17,4,106,-1.153600465,24,Female,No,No,3.071788581,Taylor Swift - Love Story,Pop genre,The Beatles - Hey Jude,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,NY,Coachella 2022,Queen - Bohemian Rhapsody,Yes,2010,19-30
Reggae,Relaxed,12,2010-04-18,4,1156,0.571299422,23,Male,Yes,No,1.637519945,Queen - Bohemian Rhapsody,Rock classics,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Grammys 2023,Coldplay - Yellow,No,2010,19-30
Jazz,Energetic,82,2010-04-19,2,879,-0.195376243,45,Female,Yes,No,3.841357042,Queen - Bohemian Rhapsody,Taylor Swift,The Beatles - Hey Jude,Coldplay - Yellow,Imagine Dragons - Thunder,NY,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2010,41-50
Rock,Energetic,24,2010-04-20,1,1159,0.235630346,19,Others,Yes,No,1.934936128,Adele - Hello,Rock classics,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Local Concert,Adele - Hello,Yes,2010,19-30
Blues,Energetic,9,2010-04-21,5,656,0.986988763,15,Others,Yes,Yes,5.826641796,Coldplay - Yellow,Queen,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Drake - Hotline Bling,LA,Local Concert,Adele - Hello,No,2010,0-18
Hip-Hop/Rap,Melancholic,16,2010-04-22,2,948,-1.448228879,28,Non-Binary,No,No,2.921673133,Adele - Hello,Rock classics,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Cardi B - WAP,Tokyo,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2010,19-30
Pop,Energetic,67,2010-04-23,5,1124,0.087655974,31,Female,Yes,Yes,14.45114573,The Beatles - Hey Jude,Lofi tracks,Imagine Dragons - Believer,Coldplay - Yellow,Ed Sheeran - Galway Girl,LA,Local Concert,Billie Eilish - Bad Guy,No,2010,31-40
Blues,Melancholic,68,2010-04-24,4,1043,-1.494956814,67,Female,Yes,Yes,9.026783784,Imagine Dragons - Believer,Pop genre,Coldplay - Yellow,Taylor Swift - Blank Space,Cardi B - WAP,NY,Billboard Top 50,Coldplay - Yellow,No,2010,61-70
Electronic/Dance,Melancholic,13,2010-04-25,5,1474,0.336870335,38,Others,Yes,No,3.066286435,Coldplay - Yellow,Taylor Swift,Adele - Hello,Coldplay - Yellow,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2010,31-40
Rock,Energetic,98,2010-04-26,4,421,-1.169530428,39,Non-Binary,Yes,Yes,10.14014016,Taylor Swift - Love Story,Taylor Swift,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2010,31-40
Country,Energetic,14,2010-04-27,2,98,0.081126918,17,Others,No,No,3.875171598,Adele - Hello,Beatles,The Beatles - Hey Jude,The Beatles - Hey Jude,Drake - Hotline Bling,NY,Billboard Top 50,Coldplay - Yellow,No,2010,0-18
Blues,Energetic,95,2010-04-28,2,638,1.426272412,34,Female,Yes,No,1.496745425,Taylor Swift - Love Story,Lofi tracks,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Tokyo,Coachella 2022,Billie Eilish - Bad Guy,No,2010,31-40
Country,Energetic,70,2010-04-29,1,461,0.290273479,46,Female,Yes,No,0.970370691,Imagine Dragons - Believer,Lofi tracks,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,NY,Local Concert,Taylor Swift - Willow,No,2010,41-50
Jazz,Relaxed,57,2010-04-30,5,644,0.705142525,62,Others,No,Yes,9.173934122,Adele - Hello,Rock classics,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Cardi B - WAP,Paris,Billboard Top 50,Billie Eilish - Bad Guy,No,2010,61-70
Reggae,Relaxed,24,2010-05-01,3,668,-0.03936832,26,Others,Yes,No,2.45615227,Taylor Swift - Love Story,Rock classics,Adele - Hello,Billie Eilish - Bad Guy,Cardi B - WAP,LA,Grammys 2023,Billie Eilish - Bad Guy,No,2010,19-30
Hip-Hop/Rap,Relaxed,34,2010-05-02,2,975,1.825499119,68,Non-Binary,No,No,3.035785089,Imagine Dragons - Believer,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,NY,Local Concert,Adele - Hello,No,2010,61-70
Hip-Hop/Rap,Relaxed,84,2010-05-03,5,25,-1.45680488,63,Male,Yes,Yes,7.865860669,The Beatles - Hey Jude,Beatles,The Beatles - Hey Jude,Taylor Swift - Blank Space,Justin Bieber - Baby,Tokyo,Grammys 2023,Billie Eilish - Bad Guy,No,2010,61-70
Classical,Melancholic,93,2010-05-04,4,350,-0.339577984,25,Others,Yes,No,1.089880521,The Beatles - Hey Jude,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Justin Bieber - Baby,LA,Grammys 2023,Queen - Bohemian Rhapsody,No,2010,19-30
Hip-Hop/Rap,Energetic,52,2010-05-05,4,732,0.27626801,35,Male,No,Yes,10.17893448,Adele - Hello,Pop genre,Imagine Dragons - Believer,The Beatles - Hey Jude,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2010,31-40
Blues,Melancholic,89,2010-05-06,3,1334,0.516746101,48,Male,No,Yes,11.06896211,Adele - Hello,Lofi tracks,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Justin Bieber - Baby,NY,Coachella 2022,Coldplay - Yellow,No,2010,41-50
Rock,Energetic,71,2010-05-07,1,415,-0.702309146,20,Others,No,No,2.890416389,Imagine Dragons - Believer,Queen,Taylor Swift - Shake it Off,Coldplay - Yellow,Cardi B - WAP,London,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2010,19-30
Pop,Relaxed,42,2010-05-08,5,450,1.372502233,28,Male,No,Yes,6.836402286,Coldplay - Yellow,Beatles,Adele - Hello,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,LA,Local Concert,Adele - Hello,No,2010,19-30
Rock,Energetic,30,2010-05-09,1,1481,1.697869432,47,Male,Yes,Yes,14.48508797,Queen - Bohemian Rhapsody,Beatles,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,London,Grammys 2023,Imagine Dragons - Believer,No,2010,41-50
Reggae,Melancholic,97,2010-05-10,5,697,1.599040449,22,Others,Yes,Yes,6.279066924,Imagine Dragons - Believer,Queen,Adele - Hello,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Local Concert,Billie Eilish - Bad Guy,No,2010,19-30
Reggae,Melancholic,12,2010-05-11,3,3,-0.807207792,40,Non-Binary,Yes,Yes,7.162291694,Queen - Bohemian Rhapsody,Beatles,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Grammys 2023,Billie Eilish - Bad Guy,No,2010,31-40
R&B/Soul,Energetic,68,2010-05-12,3,91,0.167806054,62,Non-Binary,Yes,Yes,12.37993185,Adele - Hello,Rock classics,Coldplay - Yellow,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Coachella 2022,Queen - Bohemian Rhapsody,No,2010,61-70
Reggae,Energetic,82,2010-05-13,4,1398,0.241864928,42,Non-Binary,Yes,Yes,12.78451593,Imagine Dragons - Believer,Lofi tracks,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Drake - Hotline Bling,NY,Billboard Top 50,Queen - Bohemian Rhapsody,No,2010,41-50
Electronic/Dance,Energetic,21,2010-05-14,2,710,1.306615571,34,Female,Yes,No,0.561898409,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Ed Sheeran - Shape of You,Cardi B - WAP,Paris,Billboard Top 50,Adele - Hello,No,2010,31-40
Country,Melancholic,60,2010-05-15,5,1265,-1.903068407,46,Others,Yes,Yes,7.764496319,Queen - Bohemian Rhapsody,Taylor Swift,Taylor Swift - Shake it Off,Coldplay - Yellow,Cardi B - WAP,LA,Grammys 2023,Imagine Dragons - Believer,No,2010,41-50
Reggae,Melancholic,16,2010-05-16,5,1248,0.292742604,55,Female,No,No,1.769374476,The Beatles - Hey Jude,Rock classics,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Cardi B - WAP,London,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2010,51-60
R&B/Soul,Relaxed,40,2010-05-17,4,1154,-0.980052745,33,Others,Yes,Yes,8.910879362,Coldplay - Yellow,Pop genre,Coldplay - Yellow,Billie Eilish - Bad Guy,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,Yes,2010,31-40
Electronic/Dance,Relaxed,24,2010-05-18,3,906,0.763517123,22,Female,Yes,Yes,11.65257253,Queen - Bohemian Rhapsody,Rock classics,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Cardi B - WAP,NY,Grammys 2023,Billie Eilish - Bad Guy,No,2010,19-30
Blues,Relaxed,53,2010-05-19,1,838,-1.185171576,34,Female,Yes,No,3.58249787,Adele - Hello,Beatles,Coldplay - Yellow,Billie Eilish - Bad Guy,Drake - Hotline Bling,Tokyo,Coachella 2022,Imagine Dragons - Believer,No,2010,31-40
Jazz,Melancholic,67,2010-05-20,4,789,-1.286031701,47,Others,No,No,3.456329077,Coldplay - Yellow,Taylor Swift,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,No,2010,41-50
Hip-Hop/Rap,Relaxed,91,2010-05-21,1,358,1.563880317,56,Male,Yes,No,0.880944291,Adele - Hello,Lofi tracks,Queen - Bohemian Rhapsody,Coldplay - Yellow,Imagine Dragons - Thunder,London,Billboard Top 50,Queen - Bohemian Rhapsody,No,2010,51-60
Jazz,Melancholic,33,2010-05-22,1,925,-0.153009532,13,Others,Yes,No,3.961736158,Coldplay - Yellow,Beatles,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2010,0-18
Pop,Melancholic,24,2010-05-23,1,1299,-0.240184184,67,Others,Yes,Yes,10.42601812,Coldplay - Yellow,Taylor Swift,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Coldplay - Yellow,Yes,2010,61-70
Rock,Melancholic,31,2010-05-24,4,1147,0.349566492,20,Others,Yes,No,1.546872782,Coldplay - Yellow,Taylor Swift,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,LA,Oscar-winning movie soundtrack,Adele - Hello,No,2010,19-30
R&B/Soul,Energetic,22,2010-05-25,4,282,0.230509201,14,Others,Yes,No,1.239295027,Imagine Dragons - Believer,Pop genre,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,London,Coachella 2022,Imagine Dragons - Believer,No,2010,0-18
Classical,Melancholic,12,2010-05-26,1,559,0.492398309,61,Male,No,No,3.871262567,Adele - Hello,Taylor Swift,Adele - Hello,The Beatles - Hey Jude,Cardi B - WAP,LA,Billboard Top 50,Imagine Dragons - Believer,No,2010,61-70
Classical,Melancholic,27,2010-05-27,4,1135,0.472098622,38,Male,No,No,3.050669844,Queen - Bohemian Rhapsody,Rock classics,Imagine Dragons - Believer,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Coachella 2022,Queen - Bohemian Rhapsody,No,2010,31-40
Pop,Melancholic,93,2010-05-28,4,132,-1.411877518,27,Female,Yes,Yes,12.8675311,Adele - Hello,Pop genre,Adele - Hello,The Beatles - Hey Jude,Imagine Dragons - Thunder,Paris,Billboard Top 50,Imagine Dragons - Believer,No,2010,19-30
Classical,Energetic,5,2010-05-29,4,985,-0.809316958,61,Male,No,No,2.847712288,The Beatles - Hey Jude,Lofi tracks,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Justin Bieber - Baby,London,Billboard Top 50,Adele - Hello,No,2010,61-70
Electronic/Dance,Relaxed,50,2010-05-30,5,1074,1.059306613,40,Non-Binary,No,No,1.896611847,Taylor Swift - Love Story,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,NY,Coachella 2022,Imagine Dragons - Believer,No,2010,31-40
R&B/Soul,Relaxed,80,2010-05-31,1,1289,0.472736549,19,Male,Yes,No,3.580044325,Adele - Hello,Beatles,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,London,Coachella 2022,Billie Eilish - Bad Guy,No,2010,19-30
Jazz,Melancholic,84,2010-06-01,1,315,0.614806439,20,Others,Yes,No,0.762361453,Queen - Bohemian Rhapsody,Pop genre,Coldplay - Yellow,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Paris,Grammys 2023,Imagine Dragons - Believer,No,2010,19-30
Hip-Hop/Rap,Energetic,58,2010-06-02,5,414,1.73618589,63,Female,Yes,No,2.816372935,Taylor Swift - Love Story,Lofi tracks,Coldplay - Yellow,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,LA,Local Concert,Taylor Swift - Willow,No,2010,61-70
Classical,Energetic,24,2010-06-03,5,1254,0.435715156,15,Male,Yes,No,3.194860158,Queen - Bohemian Rhapsody,Beatles,Imagine Dragons - Believer,Taylor Swift - Blank Space,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2010,0-18
Rock,Relaxed,58,2010-06-04,2,421,0.925520945,33,Female,Yes,Yes,9.125956248,Queen - Bohemian Rhapsody,Queen,Imagine Dragons - Believer,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Taylor Swift - Willow,No,2010,31-40
Hip-Hop/Rap,Energetic,13,2010-06-05,3,1272,-1.337997645,37,Non-Binary,Yes,No,1.163317716,Adele - Hello,Pop genre,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Cardi B - WAP,NY,Local Concert,Taylor Swift - Willow,No,2010,31-40
Country,Relaxed,48,2010-06-06,5,929,1.050040334,57,Others,No,No,1.333573544,The Beatles - Hey Jude,Lofi tracks,Coldplay - Yellow,Ed Sheeran - Shape of You,Cardi B - WAP,Tokyo,Grammys 2023,Taylor Swift - Willow,No,2010,51-60
Classical,Melancholic,9,2010-06-07,1,375,1.130688054,53,Female,No,No,3.33007586,Coldplay - Yellow,Queen,Adele - Hello,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Coachella 2022,Adele - Hello,No,2010,51-60
Jazz,Relaxed,30,2010-06-08,4,931,-1.192027152,66,Non-Binary,Yes,No,2.122433019,The Beatles - Hey Jude,Queen,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Local Concert,Taylor Swift - Willow,No,2010,61-70
Classical,Melancholic,68,2010-06-09,3,83,-0.36614337,22,Male,Yes,Yes,9.502616741,Adele - Hello,Beatles,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Justin Bieber - Baby,Paris,Billboard Top 50,Queen - Bohemian Rhapsody,No,2010,19-30
Country,Melancholic,20,2010-06-10,5,1373,0.284199259,60,Female,Yes,No,3.492296952,Imagine Dragons - Believer,Pop genre,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Cardi B - WAP,London,Grammys 2023,Queen - Bohemian Rhapsody,No,2010,51-60
Hip-Hop/Rap,Relaxed,39,2010-06-11,4,1329,-0.050788737,45,Male,Yes,No,3.821958428,The Beatles - Hey Jude,Pop genre,The Beatles - Hey Jude,Taylor Swift - Blank Space,Imagine Dragons - Thunder,NY,Coachella 2022,Billie Eilish - Bad Guy,No,2010,41-50
Reggae,Relaxed,81,2010-06-12,4,1030,0.461485269,64,Female,No,No,1.200859435,Queen - Bohemian Rhapsody,Pop genre,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Grammys 2023,Coldplay - Yellow,No,2010,61-70
Hip-Hop/Rap,Energetic,23,2010-06-13,1,1431,-0.917545678,67,Male,Yes,Yes,8.404513039,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Coldplay - Yellow,Cardi B - WAP,Tokyo,Billboard Top 50,Queen - Bohemian Rhapsody,No,2010,61-70
Hip-Hop/Rap,Melancholic,7,2010-06-14,3,837,-0.975195363,13,Female,Yes,Yes,6.112474839,Imagine Dragons - Believer,Lofi tracks,Adele - Hello,Taylor Swift - Blank Space,Justin Bieber - Baby,Paris,Grammys 2023,Billie Eilish - Bad Guy,No,2010,0-18
Country,Energetic,78,2010-06-15,3,1175,1.133840868,37,Male,Yes,No,3.533454708,Taylor Swift - Love Story,Beatles,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Cardi B - WAP,LA,Coachella 2022,Coldplay - Yellow,Yes,2010,31-40
Electronic/Dance,Melancholic,67,2010-06-16,1,1201,0.186946395,18,Female,No,No,2.025857329,Adele - Hello,Taylor Swift,Coldplay - Yellow,Billie Eilish - Bad Guy,Cardi B - WAP,Tokyo,Billboard Top 50,Adele - Hello,No,2010,0-18
Classical,Energetic,51,2010-06-17,5,398,-1.334078322,39,Non-Binary,No,Yes,9.075083376,Adele - Hello,Beatles,Adele - Hello,Taylor Swift - Blank Space,Drake - Hotline Bling,LA,Local Concert,Imagine Dragons - Believer,No,2010,31-40
Jazz,Energetic,21,2010-06-18,2,441,1.903129159,54,Male,Yes,No,2.08060043,Taylor Swift - Love Story,Beatles,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Grammys 2023,Billie Eilish - Bad Guy,No,2010,51-60
Classical,Relaxed,18,2010-06-19,4,339,-0.046143498,39,Non-Binary,Yes,No,3.313448917,The Beatles - Hey Jude,Queen,Adele - Hello,Taylor Swift - Blank Space,Cardi B - WAP,London,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2010,31-40
Reggae,Energetic,61,2010-06-20,3,1295,-1.34041631,23,Non-Binary,No,Yes,12.3509735,Queen - Bohemian Rhapsody,Pop genre,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,LA,Billboard Top 50,Coldplay - Yellow,No,2010,19-30
Rock,Energetic,3,2010-06-21,3,1086,-1.145887071,46,Others,Yes,No,2.725534301,Coldplay - Yellow,Pop genre,Imagine Dragons - Believer,The Beatles - Hey Jude,Justin Bieber - Baby,NY,Coachella 2022,Coldplay - Yellow,No,2010,41-50
R&B/Soul,Relaxed,23,2010-06-22,4,230,0.839401512,29,Male,Yes,Yes,6.346038203,Adele - Hello,Lofi tracks,The Beatles - Hey Jude,The Beatles - Hey Jude,Cardi B - WAP,NY,Local Concert,Imagine Dragons - Believer,No,2010,19-30
Electronic/Dance,Melancholic,83,2010-06-23,1,1280,-1.595096311,55,Others,Yes,Yes,5.323803166,Queen - Bohemian Rhapsody,Queen,Imagine Dragons - Believer,Coldplay - Yellow,Justin Bieber - Baby,Tokyo,Local Concert,Billie Eilish - Bad Guy,No,2010,51-60
Reggae,Relaxed,30,2010-06-24,3,949,-1.434194277,66,Male,No,Yes,14.30259269,The Beatles - Hey Jude,Beatles,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,LA,Grammys 2023,Taylor Swift - Willow,No,2010,61-70
Reggae,Energetic,1,2010-06-25,1,834,-0.361972621,28,Male,Yes,No,3.587470924,Adele - Hello,Queen,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Drake - Hotline Bling,LA,Coachella 2022,Queen - Bohemian Rhapsody,No,2010,19-30
Hip-Hop/Rap,Energetic,97,2010-06-26,3,66,0.550318654,44,Others,No,Yes,13.43261906,Queen - Bohemian Rhapsody,Beatles,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Paris,Billboard Top 50,Taylor Swift - Willow,No,2010,41-50
Country,Energetic,8,2010-06-27,4,420,-1.904032366,57,Female,No,No,3.534438238,Coldplay - Yellow,Taylor Swift,Imagine Dragons - Believer,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,LA,Local Concert,Coldplay - Yellow,No,2010,51-60
R&B/Soul,Energetic,75,2010-06-28,3,896,-1.405014129,43,Non-Binary,Yes,No,1.217982205,Taylor Swift - Love Story,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Justin Bieber - Baby,London,Grammys 2023,Adele - Hello,No,2010,41-50
Country,Relaxed,84,2010-06-29,2,1436,-0.969988883,25,Male,No,No,3.210746193,Queen - Bohemian Rhapsody,Queen,Adele - Hello,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Coachella 2022,Coldplay - Yellow,No,2010,19-30
R&B/Soul,Relaxed,1,2010-06-30,2,88,0.890089503,36,Non-Binary,Yes,Yes,6.132129887,Queen - Bohemian Rhapsody,Pop genre,Adele - Hello,Billie Eilish - Bad Guy,Justin Bieber - Baby,NY,Local Concert,Imagine Dragons - Believer,No,2010,31-40
Hip-Hop/Rap,Energetic,86,2010-07-01,1,687,-0.274372392,45,Non-Binary,No,No,3.410813958,Taylor Swift - Love Story,Taylor Swift,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,London,Coachella 2022,Billie Eilish - Bad Guy,No,2010,41-50
Electronic/Dance,Melancholic,55,2010-07-02,2,613,-1.590718199,16,Female,Yes,No,3.630339171,Coldplay - Yellow,Rock classics,Imagine Dragons - Believer,Taylor Swift - Blank Space,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2010,0-18
Classical,Relaxed,34,2010-07-03,4,764,-0.465102755,57,Others,Yes,Yes,7.814530244,Queen - Bohemian Rhapsody,Taylor Swift,The Beatles - Hey Jude,Coldplay - Yellow,Drake - Hotline Bling,Paris,Grammys 2023,Adele - Hello,No,2010,51-60
Country,Relaxed,32,2010-07-04,1,60,0.032675344,14,Others,Yes,No,1.113517956,The Beatles - Hey Jude,Lofi tracks,Coldplay - Yellow,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,LA,Coachella 2022,Coldplay - Yellow,Yes,2010,0-18
Jazz,Relaxed,64,2010-07-05,5,1295,0.078323018,20,Non-Binary,No,No,0.714028277,Queen - Bohemian Rhapsody,Beatles,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Local Concert,Coldplay - Yellow,Yes,2010,19-30
Classical,Energetic,12,2010-07-06,5,392,1.640364409,37,Female,Yes,No,0.999584412,Imagine Dragons - Believer,Beatles,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Drake - Hotline Bling,London,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2010,31-40
